단위	0.983
개통	2.044
재생	1.386
스프	1.468
오염	1.599
삽입	1.568
볶음밥	1.458
총선	1.427
열매	1.242
샴페인	1.418
임진왜란	1.529
말씀	1.154
구단	1.418
매개	1.128
물고기	1.128
달러	1.540
셔츠	1.810
증가	1.277
게임회사	2.087
스킬	1.471
항해	1.730
오너	1.350
핵심	0.849
소속	0.868
위원회	1.330
해수욕장	1.609
처분	1.964
표현력	1.391
아날로그	1.352
실생활	1.012
불행	1.011
세포	2.247
브랜딩	1.773
할수	1.218
응모	2.018
고수	1.418
칭찬	1.079
후식	0.721
비율	1.506
된장	1.347
낭만	1.154
여직원	1.724
저	0.0
해상도	1.559
아쉬움	0.796
돌	-1.564
녹차	1.560
형사	1.595
고구마	1.779
발음	1.330
주체	1.352
자세	1.500
발표회	1.783
상관	0.824
대명사	1.323
명사	1.323
달달	0.708
부과	1.162
과도	1.040
루프	1.791
불빛	1.011
레알	1.301
오피스	0.900
만두	1.494
생산자	1.970
위안	1.121
통역	1.652
너비	1.285
애플	1.513
대륙	1.228
재벌	1.079
공원	1.834
양성	1.768
아름다움	1.632
이병규	1.663
꼬리	1.089
교감	1.696
피로감	1.305
명단	1.296
예시	1.414
그만	0.0
소재	1.011
게재	2.004
모양	1.550
텀블러	1.550
지갑	1.168
icloud	1.255
기획자	1.475
순환	1.468
정확	0.943
캠페인	1.954
고난	1.099
성능	1.277
군데	0.0
두툼	0.950
재판	1.522
점원	1.773
오사카	1.571
판매	1.330
틈새	1.493
트랙	1.868
건축	1.330
다음날	0.0
템포	1.709
씨앗	1.561
갈증	1.160
침해	1.011
두뇌	1.919
장난	0.747
승리	2.272
얘	0.0
방법	1.649
변호사	1.834
손잡이	0.956
검증	1.609
모티브	1.029
벤치	1.626
원칙	1.386
평판	1.388
동의	1.242
대접	1.277
이력	1.789
축하	1.651
자료	0.988
평평	1.074
유물	1.079
이통사	1.643
냄새	1.255
판도	1.530
자바스크립트	1.643
바퀴	1.011
소변	2.189
발전	1.642
담당	0.925
무역	1.900
시련	1.441
딜레마	1.746
한겨레	1.213
북미	0.760
관계자	0.767
디스크	1.800
발전소	1.433
전화	0.736
주석	1.753
식사	1.277
미술관	1.561
기술자	1.418
사냥	1.965
분위기	1.427
당국	1.242
소량	1.561
간단	0.765
따라	-1.154
수준	1.787
누군가	-1.835
내포	1.211
피칭	1.514
활용	0.937
즈음	1.040
회피	1.791
웹진	0.828
꼼수	1.466
챔피언스리그	1.218
wifi	1.488
지휘	1.722
동점	1.164
휴대전화	1.625
대변인	1.468
이자	2.040
세팅	1.820
ms	1.717
아니냐	-0.886
해고	1.969
거부	1.213
개방	0.956
최초	0.758
잘못	1.242
단점	1.011
고무	1.747
선생님	0.900
천장	1.733
기숙사	1.774
녀석	0.0
민주당	1.149
성격	1.547
남성	1.330
다윈	1.434
개츠비	1.563
투명성	1.011
연기력	1.981
매력	1.494
포스트	2.104
타임머신	1.550
그대로	0.0
폰트	1.277
인사	1.011
횡포	1.594
서두	1.302
알고	-1.059
임의	1.157
직책	1.755
반영	1.696
마트	1.116
당근	1.265
비지니스	1.728
결혼식	1.270
주가	0.882
전두환	1.488
진리	1.586
총리	1.321
타일	1.812
나비	1.075
그라운드	1.010
민주	1.237
사파리	1.516
테크닉	1.839
로테이션	1.703
변화	1.144
미사일	1.633
후손	1.921
물기	0.721
구	0.0
이것	0.0
신호	1.641
식빵	1.538
효율성	1.633
파란색	0.0
목소리	1.242
텍스트	1.011
좌우	1.628
진출	1.154
스틸	2.256
북한	0.898
패배	1.581
연패	1.316
최근	0.892
과시	0.956
플레이	1.748
활약	1.011
만루	1.110
검찰	1.369
훼손	2.213
냉장고	1.011
플레이어	0.886
에스프레소	1.762
제작사	2.047
기기	1.386
의사결정	0.796
생성	1.948
설계도	1.550
광경	1.011
아이콘	1.228
번트	1.511
간장	1.050
쓰레기통	1.832
제품	1.121
글쓰기	1.330
띄어쓰기	1.330
청춘	0.995
모니터링	1.330
선발진	1.566
점심식사	1.089
석유	1.644
높지	-1.011
물건	0.917
미용	1.197
배추	2.071
몬스터	2.093
용서	2.195
구역	2.083
상업	0.898
기본기	0.956
행태	1.692
사먹	-0.925
수분	0.824
동해	1.967
보람	1.011
보리	1.691
서버	1.352
시중	0.736
청구	2.201
악세서리	1.763
지위	1.748
저녁	1.011
죄책감	1.481
임금	1.011
뮤직비디오	1.168
기체	2.158
랜덤	1.389
기소	2.161
수정	1.550
책자	1.912
대학원	0.860
생강	1.277
조치	1.242
두께	1.213
가장자리	1.588
주문	1.593
부정	1.011
제한	1.720
아이엠피터	0.0
운치	1.291
크기	1.321
작품	0.956
감당	0.868
단백질	1.175
주먹	1.204
체크	2.107
마이크	0.734
경고	1.733
의문	1.154
메모리	1.099
경험담	1.277
편리함	1.392
슈퍼마켓	1.931
전반	1.081
유권자	1.948
의사소통	1.330
그립	1.560
로딩	2.055
휴식	0.900
길이	1.215
코딩	1.086
빨간색	0.0
이면	0.796
김치찌개	1.866
입장권	0.790
시험	1.011
소매	1.346
이부분	0.0
오차	1.494
리포트	1.011
다리	1.149
선수	1.560
마사지	1.202
번째	0.0
타이어	2.189
확산	1.330
양반	1.352
명언	1.330
이정도	0.0
서식	0.794
트리	1.793
일관성	1.734
지표	1.099
달걀	0.956
전역	0.974
주장	1.440
막대	1.952
혈액	1.280
무제한	1.015
아침식사	1.541
몇번	0.0
권리	1.471
네트워킹	1.330
자부심	1.309
현업	1.287
예선	1.924
관심사	1.011
디렉토리	1.925
모델	1.677
혐의	1.013
둘밥	0.0
부당	0.845
성실	1.011
청양고추	1.429
슬라이더	1.791
사람	1.0
오프라인	1.696
화학	1.097
당사자	1.894
사용시간	1.856
스텝	1.696
산책	1.311
상위권	0.898
휴대성	1.655
여왕	1.162
재고	1.638
대여	1.972
감소	1.705
방콕	1.613
기도	1.951
함유	1.196
시청	1.154
질문	1.358
장타	1.099
출장	1.465
중국어	1.679
탄생	1.011
예술작품	1.759
정장	0.903
포토샵	2.041
탄수화물	1.684
화장	1.446
셔터	1.082
지난해	0.0
직선	1.756
매진	1.915
업계	1.550
dna	1.469
습성	1.586
지지	1.089
클래스	1.516
사업	1.673
공통점	1.099
순간	0.868
여의도	1.468
표준	1.011
장터	2.034
필요없	-0.956
징계	1.768
입맛	0.849
이탈	2.168
창구	1.838
상처	0.908
서문	1.673
설렘	1.596
워싱턴	1.609
대표팀	1.769
소화	1.471
대답	1.215
초밥	1.753
적자	1.051
소득	1.011
데모	1.660
예고편	2.033
베일	1.709
가방	1.523
객실	1.583
신문사	2.391
협약	1.097
한권	0.0
무릎	0.776
취소	1.560
공사	0.868
세계화	1.040
정책	1.517
실시	0.943
수용	1.011
절반	1.213
폭탄	1.751
주고받	-0.956
런칭	1.241
취약	0.950
당첨자	1.356
바보	1.358
프라이팬	1.364
매력적	1.166
정리	1.149
줄거리	0.900
선배	1.273
가계	2.019
주최	1.011
대결	1.330
맛집	1.011
감도	0.888
홍콩	1.630
내공	1.011
익스플로러	1.845
노트	1.242
벨트	1.892
흐름	1.081
인용	1.581
우울	1.471
계란	1.418
프로모션	1.677
빼앗	-1.061
글자	1.561
코멘트	0.868
실내	1.792
글로벌	0.802
후퇴	2.282
식초	1.330
행정	2.239
공격수	2.138
교훈	1.213
법	1.386
곡물	1.477
집합	1.714
종료	1.242
교통	1.425
무한	0.810
구성품	0.940
지리산	1.594
클라우드	1.494
바다	1.215
매거진	1.735
거론	1.734
조직	1.626
추모	1.069
김연아	1.295
안쪽	0.0
방식	1.321
일상	1.011
증거	1.720
녹음	1.769
두번	0.0
4대강	0.956
매장	1.215
퍼즐	1.154
기념	0.935
고소함	1.659
콩나물	1.768
함량	0.760
섹스	2.011
ipad	1.841
발판	1.310
콘셉트	1.792
제작	1.560
신기술	1.689
연대	1.831
스토리	1.079
쿠션	1.909
감정	1.296
프랑스	1.557
메일	0.868
플라스틱	1.868
스위스	1.330
인사말	2.034
주관	0.956
잠재력	1.248
항공사	1.672
눈빛	1.609
규율	1.670
행렬	1.633
식품	1.846
법원	1.055
실습	1.421
에세이	1.366
여정	1.011
위치	1.561
추첨	1.099
우물	2.114
터키	1.280
강력	0.802
연필	1.296
습득	1.280
수납	1.587
추출	1.549
간직	0.868
분비	1.619
매출	1.367
전자레인지	1.277
부여	1.748
github	1.011
전락	1.723
숙박	1.475
실책	1.646
결론	1.609
도둑	1.508
장벽	0.918
독일	1.099
별	1.213
운운	0.796
루머	0.868
체온	1.206
멀티미디어	2.122
학생	1.091
체형	1.841
럭셔리	1.068
에너지	1.149
창피	1.347
보급	1.075
근육	1.286
토핑	1.011
맨체스터	1.280
심리학	1.672
다운로드	0.0
수요	1.242
인연	1.321
총액	0.950
살해	1.818
새해	1.228
국정원	1.494
마요네즈	1.314
교통사고	1.391
샌드위치	1.359
되지	-0.900
장미	2.113
픽셀	1.330
무한도전	1.735
파우치	1.242
입자	1.792
써야	-1.011
트러블	0.983
복원	1.642
이념	1.820
손목	1.554
구두	1.779
풍미	1.479
투구	1.840
환호	1.909
세미나	1.550
조리개	1.635
리즈	1.558
분포	1.330
스티브잡스	1.011
봉지	1.845
원두	1.295
팀	1.726
서점	0.849
스파게티	0.868
우선	0.0
공유	1.804
생명체	1.671
부담	1.242
sk텔레콤	0.796
컴퍼니	1.423
거주	1.295
개설	1.609
레바논	1.963
조화	0.868
단장	1.877
부문	1.099
팔찌	1.580
목숨	0.710
구위	1.539
메이저리그	1.927
mac	1.832
일부	0.956
잡스	1.743
가늠	1.079
목적지	1.676
보완	1.468
술집	1.505
팁	1.099
역동	0.802
반지	1.580
핀터레스트	0.965
수익모델	1.527
일몰	1.713
파우더	1.488
운항	1.741
활성화	1.418
중독	1.935
기원	1.277
운영자	2.078
난감	0.896
공략	1.733
스케일	1.169
직종	1.899
마음	2.062
장면	1.352
장악	1.427
분리	1.424
하이브리드	1.011
실감	0.940
화성	0.868
블루베리	1.946
고가	0.868
평균	1.673
멜로디	1.468
전자제품	1.825
도구	1.494
스릴	1.634
적합	0.831
사이트	1.891
몇명	0.0
가장	-1.677
위상	1.011
전문가	1.748
유기농	1.841
미술	1.352
도덕	1.250
예매	1.643
시리즈	1.792
온도	1.200
폭행	1.855
컨디션	1.313
구매	1.330
군대	1.213
번식	1.781
여파	1.448
지적	1.361
인테리어	1.733
관련	0.736
리스트	1.367
상승세	1.259
정원	0.974
체결	2.279
손상	1.418
확신	1.127
구멍	0.860
갈색	0.0
까닭	0.802
위력	1.032
작물	1.228
재배	1.359
개성	0.802
백화점	1.633
가슴	1.082
시즌	1.529
업그레이드	1.561
쌀국수	1.695
보도자료	1.582
파워	1.303
방송	2.043
구상	1.330
초등학생	2.163
선반	1.401
잠금화면	1.561
인포그래픽	1.213
성폭행	1.797
후자	1.550
공포	1.215
왕실	1.698
문의	1.532
usb	1.512
국물	1.580
노동력	1.359
라운지	1.733
적립	1.942
가뭄	1.132
실패	1.992
평가	1.418
들어	-0.802
모바일	1.767
승차감	1.532
핸	-1.568
케이크	1.846
에센스	1.525
뮤직	1.397
입체	0.824
삭제	1.550
존경심	1.175
저희	0.0
벌레	2.018
재기	1.915
노선	1.768
것	0.0
찬사	0.915
아이폰	1.904
연사	1.414
내역	0.736
아주머니	1.935
체제	1.560
결합	0.956
몇년	0.0
스퀘어	1.585
요구사항	1.242
지탱	1.565
위협	1.696
열람	0.940
몸매	1.505
있을때	-1.652
시선	1.011
각지	1.237
뱃살	1.672
제자	1.979
아쉽기	-1.094
바디	2.005
컨설턴트	2.286
입사	1.707
하드웨어	1.427
심사	1.754
라디오	1.004
부류	1.040
필리핀	1.867
출루	1.743
트레이드	1.759
사상	1.923
두려움	1.523
인수	1.475
복용	1.980
식단	1.210
감흥	0.849
그림	1.748
왕자	1.817
욕심	0.974
플리커	1.746
suv	2.029
바이러스	1.670
생김새	1.987
할당	2.241
미녀	1.457
본능	1.471
리모컨	1.926
슬리퍼	1.684
날개	1.011
소니	1.541
언덕	0.790
우유	1.979
스튜디오	1.771
재능	0.956
무엇인가	-0.956
여행객	1.861
지인	0.868
핸드폰	1.886
콘서트	1.792
특징	0.956
그것만	0.0
외부	1.273
모바일앱	1.550
등록	1.748
달성	1.352
남부	1.424
인	-1.906
감탄	1.242
채비	1.292
찬물	1.089
안내	1.561
방치	1.541
시인	1.748
승자	1.430
금융	1.643
웹디자인	1.818
참기름	1.295
발견	1.330
그러	-0.974
차림	0.898
그분	0.0
경제학	1.561
결승	1.006
전쟁터	1.231
그때	0.0
스트리밍	1.790
컴퓨터	1.748
장단점	0.935
출입문	1.215
되는지	-1.116
며칠	0.0
심경	1.302
장애인	1.992
기분	0.736
이런것	0.0
인천공항	2.058
프로그래머	1.677
발표	1.629
소셜게임	1.580
안심	1.242
세부	1.040
분데스리가	1.882
요소	1.277
진실	1.221
오이	1.987
테라스	2.050
금리	1.221
필수	1.311
황제	1.581
인체	1.547
담배	0.822
버그	1.471
내야	1.967
왼편	0.0
매치	1.242
연료	1.696
실무	1.242
기록	1.253
모종	1.320
중심가	1.511
기어	1.769
선발투수	1.179
안드로이드	1.255
손아섭	1.263
항구	1.672
조성	1.277
그립감	1.356
마력	1.877
원재료	1.478
상인	1.506
평등	1.277
간결	1.028
가속	2.041
아키텍처	1.696
표기	1.834
곰녜	-1.418
난간	1.867
큰일	0.0
운동장	1.713
앞쪽	0.0
획득	1.550
매입	1.986
컨텐츠	1.523
유리	1.277
시사	0.956
분해	1.759
폭로	1.921
글	0.0
의장	1.865
페스티벌	1.330
리트윗	0.0
한숨	1.030
과일	1.154
두명	0.0
간판	1.011
프리젠테이션	1.445
공약	1.089
상대로	-1.257
내구성	1.093
가격대	1.099
일반화	2.035
트레이너	1.854
지옥	1.011
자신	1.082
제주도	1.099
슬라이드	1.418
보잉	1.836
자매	1.094
실상	0.943
하기	-1.552
영역	0.0
제주	1.334
복구	1.168
부서	1.631
접목	1.359
임찬규	1.770
인정받	-1.033
맛	1.431
무지	1.561
독점	1.277
사례	1.380
전화번호	1.704
가을	1.242
판단	1.906
가스	1.733
부자	0.953
포럼	1.977
만개	1.128
단정	0.796
거짓	1.365
트랜드	1.580
당연	1.011
분명	0.734
방문자	0.868
모두	0.0
마련	1.475
원격	1.027
얼음	1.418
매버릭스	2.012
미덕	1.657
지원	2.045
스크린샷	1.623
캔	1.465
인기	0.970
함수	1.330
답답	1.378
알림	1.589
방어	1.277
행진	1.381
명작	1.765
솔직	0.956
확대	1.672
하락	1.550
동기	1.213
스타일	1.550
파도	0.703
출판사	1.550
페북	0.868
질감	1.862
성공사례	1.924
의학	2.041
승인	1.662
교수님	1.330
호스텔	1.833
보스턴	1.550
파급력	1.068
해운대	1.534
사물	1.277
국가	1.677
엔딩	1.593
세제	1.593
배려	1.386
검사	1.321
박지성	1.819
대역	1.397
하와이	1.201
취급	0.995
라이브	1.234
버젼	1.516
슈퍼맨	0.984
주말	0.868
외로움	1.606
전공	1.475
제어	1.099
계층	1.277
되기	0.0
입구	1.617
드라이버	1.468
프린트	2.275
장인	1.194
비밀번호	0.868
선글라스	1.776
건축가	1.733
거듭	1.450
좋기	-1.330
포장	1.887
불편함	1.492
이거	0.0
담당자	1.061
리소스	1.580
종자	1.522
불법	1.550
축소	2.098
고생	1.768
발목	0.736
프로토타입	1.237
남아공	1.987
카지노	1.950
장관	1.992
전신	1.581
연락	1.330
예방	1.561
정서	1.242
인천	0.736
머리카락	1.696
모욕	2.019
지름길	1.310
직감	2.201
연어	1.675
결과	1.750
음료	1.735
비난	1.011
경지	1.003
어제	0.0
수	0.0
아웃	2.128
육수	1.894
채소	1.561
세번째	0.0
전시관	1.867
미디어	1.295
이정표	1.233
후보	1.560
인도네시아	1.901
국회	1.560
익명	1.028
노동자	1.241
구글	1.652
신뢰도	1.373
일대	1.330
작전	1.505
공세	1.929
아프리카	1.561
녹화	1.330
하체	1.697
창작	1.626
모험	1.594
저자	1.494
발끝	2.299
응용	1.362
걸림돌	0.898
물놀이	1.017
할아버지	2.106
용도	1.330
심정	0.860
설문조사	1.342
출생	1.589
지칭	1.126
원피스	1.154
잔디밭	1.936
종업원	2.076
거액	1.137
적시타	1.451
유행	1.468
섬유	1.656
올림픽	1.213
유일	0.831
부패	1.820
도박	1.936
부착	1.771
경쟁력	1.330
근간	1.277
쥬스	1.561
쿼리	1.961
실용성	1.436
행성	1.639
부산	1.505
버전	1.311
문자	1.277
인력	1.154
시급	1.665
맨유	1.554
강요	0.802
사운드	1.758
노화	1.417
부피	1.264
반응	1.332
휴대폰	1.228
모래	1.995
받기	-1.277
상금	1.109
ibm	1.475
불과	-1.417
귀족	1.544
생명력	1.617
엔터테인먼트	1.804
청소	1.475
목격	1.468
친환경	1.919
경기력	1.758
iptv	0.995
입지	0.860
작업	1.168
프로토콜	1.359
커버	1.810
비타민	1.554
서민	1.701
베트남	1.777
교정	2.082
위성	1.699
시	0.0
이집트	2.003
투박	1.015
데뷔	1.696
운전자	1.550
이태원	1.776
대세	1.548
사용료	0.796
직장인	1.560
경치	1.379
모바일게임	1.924
전자	1.277
들판	1.705
연구소	1.255
태풍	1.524
가이드라인	1.471
너머	-1.302
줄기	1.696
하차	2.209
내면	1.386
고품질	1.055
교사	1.749
도심	1.560
인구	1.561
예의	1.554
스타트업	1.677
댓가	1.266
소년	1.011
스포츠카	1.766
영토	1.805
항의	1.079
웹사이트	1.561
탐구	1.089
산소	1.356
명소	1.040
음악회	1.893
지도	0.760
양념장	1.396
택시	1.295
신청	1.557
권한	1.330
신세계	1.374
라멘	1.334
예감	1.462
축적	1.089
현대차	1.273
빌드	2.137
묘사	1.523
스웨덴	0.898
반감	1.670
긴장	1.330
촉촉	1.059
한반도	1.494
행적	1.181
인정	1.468
상징	0.868
본질	1.474
인종	1.942
이야기	2.148
연방	1.642
수익	1.635
대학생	1.255
선진국	1.358
국경	0.760
혁명	1.099
먹이	1.221
공격	1.277
한마리	0.0
보도	1.725
정권	1.468
감수	1.277
딱딱	0.868
이민	1.160
정확성	2.138
태국	1.121
체험단	1.363
속성	1.311
소중	0.777
소셜마케팅	0.796
싱글	1.471
진동	1.751
계기	0.849
초등학교	1.650
하드디스크	0.898
납부	2.172
베를린	1.168
아내	1.748
기름	0.802
취재	1.352
돼지고기	1.277
육성	2.042
체지방	1.440
제구	1.203
베이스	0.868
텔레비전	2.066
경악	1.483
예약	1.748
웹브라우저	1.587
폴더	1.778
함께	-0.974
스타벅스	1.561
음질	0.796
아이클라우드	1.742
박물관	1.011
계좌	1.622
저널	1.747
벤츠	1.710
수영복	0.956
국민	1.531
것으로	-1.255
구이	1.700
배신	2.122
성장	1.330
시각화	1.099
사회	1.857
언론인	1.273
프레임워크	1.894
불펜	2.002
의자	1.550
추이	0.868
결제	1.326
안내문	1.949
질투	2.147
탄성	0.996
시민	1.330
성장률	1.311
투쟁	1.089
동향	0.868
의견	1.277
슈팅	1.555
매실	1.689
말	1.428
이메일	0.983
알람	1.606
만큼	-1.025
노인	1.733
참조	1.471
에이스	1.496
변환	1.979
개정안	1.553
전화기	1.011
문법	1.609
유럽	1.494
인터넷	1.401
선착장	1.367
비용	1.342
박람회	1.812
관행	1.961
명분	1.213
시행	1.643
소유권	1.306
착륙	0.830
창문	1.242
웹	1.220
영화제	1.221
요구	0.900
식감	1.267
재정	1.692
생각하지	-1.012
개발	1.677
따뜻	1.078
별명	0.984
연산	1.179
레몬즙	1.189
유래	1.011
남자친구	1.790
메트	1.257
제휴	1.609
엑셀	2.031
노르웨이	1.645
스토리지	2.092
커머스	1.962
근력운동	1.700
허용	1.011
당신	1.468
정복	1.733
수다	1.207
건물	1.494
경매	1.011
요새	1.843
어플리케이션	1.512
처음	1.032
마스크	1.749
학계	1.242
사망	1.418
발상	1.594
약진	2.103
바르셀로나	1.887
단말	1.748
궁금	0.796
강점	0.796
사용법	1.040
한자	1.745
상품성	1.505
철학자	1.735
독성	1.045
현금	1.011
메시	1.810
기온	1.330
교과서	1.367
포수	2.104
영문	1.594
청와대	1.079
앨범	1.099
완료	2.084
수식어	1.447
구절	1.748
익숙	1.004
지능	1.679
월요일	0.0
성숙	0.932
행운	1.011
공식	1.330
양파	0.868
입력	0.956
목적	1.277
시야	0.974
상호작용	1.474
궁금증	1.149
보관	1.330
배터리	0.859
막걸리	1.561
햇살	0.974
유니폼	0.976
흑자	1.091
팔로우	1.875
병원	1.011
이분	0.0
섭외	2.183
운명	1.011
혈압	1.606
편지	0.868
청소년	1.040
이별	1.168
변신	1.748
저기	0.0
앱스토어	1.280
부엌	1.561
떡볶이	0.868
거실	1.792
개개인	0.0
기고	1.213
금메달	1.042
본선	1.171
담담	0.760
호응	1.162
인종차별	2.181
읽기	1.667
주머니	1.203
공군	1.735
친구	1.339
부분	0.0
예상	1.321
매각	1.609
조기	1.039
학습	1.561
사고방식	1.330
재즈	1.471
통화정책	1.703
수평	1.400
명예	1.561
패키지	1.561
길거리	1.254
기량	1.041
원조	0.794
조금	0.0
패스	1.072
도착	1.157
확장성	1.777
신라	1.488
순대	1.770
스님	0.860
미역국	1.705
키보드	1.561
극대화	0.943
nhn	1.330
주인	1.040
장르	1.679
레티나	1.732
뉴욕타임즈	1.964
스티어링휠	1.640
증상	1.168
실리콘밸리	1.154
요즘	0.0
초보	1.301
도메인	1.733
디지털	1.672
대해서	-1.004
무게감	1.294
압박	1.733
감시	1.154
한류	1.366
탐색	1.696
싼타페	1.783
과학기술	1.040
음악	1.445
윤리	1.550
버터	1.381
발사	1.712
음식물	1.565
제보	0.996
불평	1.889
보험	2.254
처리	1.886
여권	1.673
부처	2.003
동경	2.042
합병	2.121
선사	1.079
비리	1.089
트레이닝	2.076
대한항공	1.924
한달	0.0
유산	1.539
집필	1.575
절경	1.728
재킷	1.835
전차	1.952
취득	2.304
사용방법	1.727
패션	1.557
연못	1.780
우산	1.213
캠프	1.265
체코	1.011
평생	1.011
시행착오	1.303
천지	1.041
박스	1.505
안정감	1.482
극우	1.567
미워	-1.516
여론	0.937
조항	1.288
책정	1.966
중시	0.857
아티스트	1.630
손바닥	1.834
친숙	0.900
외계인	1.548
보조금	1.396
철저	0.854
우주선	1.898
독특	0.925
주방	1.011
회전	0.886
기인	0.796
아침	0.965
앞으로	-0.950
대선	1.213
마지막	0.0
보통	0.0
영화사	1.856
측면	1.036
식재료	2.185
상사	1.242
제목	1.710
기초	1.523
번거로움	1.476
악수	1.439
능숙	1.058
부근	1.277
공개	1.468
즐거움	1.330
구매자	1.846
누구	0.0
여러분	0.0
분양받	-0.984
극복	1.242
태그	1.475
시승	1.307
공공	1.019
한사람	0.0
헌신	1.330
전면	1.330
트림	2.200
오빠	1.897
실용	0.930
계급	1.633
소셜미디어	1.079
상점	1.011
스카우트	2.058
너희	0.0
기관	1.330
세번	0.0
대비	1.277
하는데	-1.015
높이	1.092
노하우	1.358
mysql	2.129
치킨	1.011
우려	1.242
변명	1.242
항아리	2.134
나물	1.471
체력	1.079
마인드	1.557
정부	1.812
라이딩	1.469
업무	1.359
공항	1.735
스포일러	1.478
관념	1.221
계약서	1.251
디젤	1.947
아르바이트	1.469
처방	1.516
출현	2.082
효과	1.808
행사	1.507
암시	0.816
사용성	1.557
마찰	1.552
열기	1.494
도약	1.414
되찾	-1.039
사무실	1.561
한국	1.0
호각	1.0
안드로이드폰	1.330
안전	1.149
있기	-1.330
광장	1.697
점프	1.089
소주	1.673
세가지	0.0
힘	1.386
며느리	1.617
통찰력	0.900
그것	0.0
우리말	0.730
파트너	1.277
밴드	1.647
비행기	1.030
위쪽	0.0
타율	1.670
컨텍스트	1.707
술	1.386
한명	0.0
시차	1.199
방법으로	-1.112
여유	0.956
치부	1.614
점심	1.242
딸기	1.279
영양분	1.033
심심	1.036
메세지	0.826
방망이	1.584
삼성	1.959
이	-1.768
시음	1.277
여학생	1.354
추론	1.878
노예	1.471
집중	1.427
남짓	0.0
달인	1.471
급여	1.099
전자기기	1.580
dvd	1.587
미모	1.696
것인지	-1.494
체크인	0.868
찬스	1.489
과정	1.430
유치	1.738
기법	0.983
의심	1.011
소비	1.748
표지판	1.277
명령	1.550
현실	1.633
이사회	1.516
도자기	1.440
마라톤	1.494
소녀	1.352
공공기관	1.947
스팸	1.896
커리어	1.099
통신사	1.557
결승전	1.684
통신	2.138
건축물	1.748
추위	1.810
윤곽	1.111
매트	1.710
모차르트	1.621
인간관계	1.242
유명인	1.302
받지	-1.172
몸값	1.896
실행	1.386
중점	0.886
안개	1.169
백성	2.019
니	-1.215
홍대	1.633
이탈리아	1.280
카카오	1.082
무덤	1.574
절감	1.901
편집	1.277
부채	1.011
추진	0.974
아가씨	1.516
자살	1.213
견과류	1.418
이유식	1.454
주변	1.221
반복	1.471
고인	1.034
마켓	1.550
죽음	1.354
편차	1.005
하나하나	0.0
치밀	0.730
주연	0.928
라면	1.149
저것	0.0
포인트	1.011
지상파	1.494
가능성	0.826
압력	1.011
의사	1.642
앞서	-1.216
슈즈	1.670
약속	0.900
진료	1.367
한화	1.649
표정	1.242
후보자	1.366
느낌	1.494
햇빛	1.368
효용	1.523
지진	1.583
애	-1.758
네트워크	1.540
세트	0.937
화해	1.977
만들지	-1.319
분실	2.307
고추가루	1.487
발매	1.921
조짐	1.246
게임기	2.165
복귀	1.471
권유	2.034
쇼핑몰	1.609
가운데	0.0
해산물	1.277
오렌지	1.883
겨울	1.561
이물질	1.540
전환	1.494
화두	1.280
혜택	1.255
변비	1.834
탐험	1.696
벌금	0.940
사색	2.218
치유	1.330
맘	0.0
